"","country_region_code","country_region","sub_region_1","sub_region_2","date.x","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline","Movement","Date","Country","Province","DateLockDown","Type","Reference","Lock","Date_1confirmed","Date_1death","TotalCases","TotalDeaths","Google","DaysDuration","DaysLockDownStart","Days_LockDown_1case","Days_LockDown_1death","Democracy","Democraticness","Civil","Opression","Wave","Temperature","TemperatureBfr","TemperatureAftr","TemperatureDif","Humidity","HumidityBfr","HumidityAftr","HumidityDif","Country.Code.x","Indicator_GDP","GDP_pc","Indicator_unemployment","Unemployment","Indicator.Name.Communicable","Death_disease","Indicator.Name.Population1564","Age_1564","Indicator.Name.65up","Age_65up","log_GDP_pc","ï..Country.Name","Indicator.Name","Hospital_b1000","ElectionYear","ElectionWin","Country.Code.y","Country.Code","ROL","isocode","patience","risktaking","posrecip","negrecip","altruism","trust","Region","Population","Area_sq_mi","Pop_Density_sq_mi","Coastline","Net_migration","Infant_mortality_per_1000_births","GDP_pc_2","Literacy","Phones_per_1000","Arable","Crops","Other","Climate","Birthrate","Deathrate","Agriculture","Industry","Service","polity2","date.y","PDI","IDV","MAS","UAI","LTO","X","COL","Entity","Entity2","TL","Median_Age","Population.density","GDP.capita","Government.efficiency","CaseLog","Gini","Underreporting","Authoritarian","Continent","Days","X.Intercept.","log_day","Ztests_per_mil","TL_c","TL_l","TL_h","TL_2","Government.efficiency_c","Government.efficiency_l","Government.efficiency_h","Government.efficiency_2","ZGDP.capita","ZGini","ZMedian_Age","ZUnderreporting","Zlog_PopDensity","Authoritarianism","Europe","Africa","Asia","SouthA","NorthA","Mortality.Likelihood","Total_Cases","Total_Deaths","Death_pc","Confirmed_pc","Log_Death_pc","Google_pc","Log_Google_pc"
"59","IT","Italy","","","2020-04-26",-92,-74,-85,-81,-54,22,-77.2,2020-04-26,"Italy","",2020-03-11,"Full","https://www.businessinsider.com/countries-on-lockdown-coronavirus-italy-2020-3?r=US&IR=T#the-uk-went-into-full-coronavirus-lockdown-on-monday-evening-7","Yes",2020-01-31,2020-02-23,201505,27359,2978,18,49,58,35,8.778,5.785200411,2.429298067,NA,5,13.327868852459,12.71875,14,1.28125,75.8852459016394,76.1875,75.551724137931,-0.635775862068968,"ITA","GDP per capita, PPP (constant 2011 international $)",35828.48628,"Unemployment, total (% of total labor force) (modeled ILO estimate)",9.887000084,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",4.9,"Population ages 15-64 (% of total population)",63.91920431,"Population ages 65 and above (% of total population)",22.7516796,10.4864985621277,"Italy","Hospital beds (per 1,000 people)",NA,NA,NA,NA,"ITA",0.2467615,"ITA",0.10848816,-0.093646772,0.17641944,0.3112793,0.34591156,-0.074733861,"WESTERN EUROPE                     ",58133509,301230,193,2.52,2.07,5.94,26700,98.6,430.9,27.79,9.53,62.68,NA,8.72,10.4,0.021,0.291,0.688,10,"01/07/2011",50,76,70,75,NA,NA,24,"Italy","Italy",-0.265834655,45.5,201,32946.52,2.201114318,2.27202,34.7,5.8,NA,"Europe",65,-0.223815277,3.962264338,-10.24203805,-0.525332243,0.64252369,-1.693188177,0.275973966,-1.432239877,-0.636530041,-2.227949713,2.051311065,0.819925176,-0.344677651,0.802040646,-0.984509359,0.546719669,0,1,0,0,0,0,0.123204703,128948,15887,0.000470623577874854,0.00346624525968319,-7.66145198119454,5.12269094232726e-05,-9.87924558931151
"60","JM","Jamaica","","","2020-04-26",-68,-51,-64,-66,-39,16,-57.6,2020-04-26,"Jamaica","",2020-03-12,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Jamaica","Yes",2020-03-12,2020-03-25,381,7,0,17,50,17,4,NA,NA,NA,NA,NA,28.0983606557377,27.4375,28.8275862068966,1.39008620689655,78.1147540983606,78.53125,77.6551724137931,-0.87607758620689,"JAM","GDP per capita, PPP (constant 2011 international $)",8275.769452,"Unemployment, total (% of total labor force) (modeled ILO estimate)",8.001999855,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",11.2,"Population ages 15-64 (% of total population)",67.45326077,"Population ages 65 and above (% of total population)",8.796642551,9.02108718105837,"Jamaica","Hospital beds (per 1,000 people)",1.7,NA,NA,NA,"JAM",-0.2359448,NA,NA,NA,NA,NA,NA,NA,"LATIN AMER. & CARIB    ",2758124,10991,250.9,9.3,-4.92,12.36,3900,87.9,124,16.07,10.16,73.77,2,20.82,6.52,0.049,0.337,0.615,9,"01/07/2011",45,39,68,13,NA,NA,61,"Jamaica","Jamaica",NA,152,269,5460.98,3.204617537,0.54425,45.5,NA,NA,"North America",23,-0.168466108,0.902028644,NA,NA,NA,NA,NA,-0.428736658,0.366973178,-1.224446494,0.183815122,-0.520404318,1.054352932,8.415370274,NA,0.73871146,0,0,0,0,0,1,0.051724138,58,3,2.5379569591505e-06,0.000138137371633763,-12.8841511473854,0,NA
"61","JO","Jordan","","","2020-04-26",-55,-32,-46,-85,-58,23,-55.2,2020-04-26,"Jordan","",2020-03-21,"Full","https://www.nytimes.com/aponline/2020/03/21/world/middleeast/ap-ml-virus-outbreak-mideast.html","Yes",2020-03-03,2020-03-29,449,8,0,8,59,26,0,8.292929293,6.691845494,2.139261745,6.78061674,6,14.4918032786885,12.5,16.6896551724138,4.18965517241379,67.5737704918033,69.46875,65.4827586206897,-3.98599137931035,"JOR","GDP per capita, PPP (constant 2011 international $)",8410.856072,"Unemployment, total (% of total labor force) (modeled ILO estimate)",14.71500015,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",10.7,"Population ages 15-64 (% of total population)",61.90801939,"Population ages 65 and above (% of total population)",3.846490398,9.03727853993872,"Jordan","Hospital beds (per 1,000 people)",1.4,NA,NA,NA,"JOR",0.2337911,"JOR",-0.41847619,-0.12480165,0.28744587,-0.31515983,0.15912074,0.38980365,"NEAR EAST                          ",5906760,92300,64,0.03,6.59,17.35,4300,91.3,104.5,2.67,1.83,95.5,1,21.25,2.65,0.033,0.287,0.68,-3,"01/12/2017",NA,NA,NA,NA,NA,NA,NA,"Jordan","Jordan",NA,22.5,114,4386.61,4.158718249,1.05357,35.4,NA,1,"Asia",23,-3.064672954,2.164145373,NA,NA,NA,NA,NA,0.525364054,1.32107389,-0.270345782,0.276007389,-0.572795859,-0.253999743,-0.842152607,NA,0.173966899,1,0,0,1,0,0,0.014492754,345,5,1.3543804048243e-06,7.6014600220764e-05,-13.5121664740228,0,NA
"62","JP","Japan","","","2020-04-26",-45,-9,-16,-58,-27,12,-31,2020-04-26,"Japan","",2020-02-27,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Japan","Yes",2020-01-15,2020-02-13,13852,389,29,31,36,74,45,8.271719039,6.723970944,2.365692743,7.469243332,6,6.59016393442623,5.09375,8.24137931034483,3.14762931034483,68.1311475409836,68.375,67.8620689655172,-0.512931034482762,"JPN","GDP per capita, PPP (constant 2011 international $)",39293.69158,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2.290999889,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",12.7,"Population ages 15-64 (% of total population)",59.72678128,"Population ages 65 and above (% of total population)",27.57636991,10.5788192653798,"Japan","Hospital beds (per 1,000 people)",NA,NA,NA,NA,"JPN",1.534107,"JPN",0.10841259,-0.3558383,-0.23702188,0.22034328,-0.24104115,-0.51872993,"ASIA (EX. NEAR EAST)         ",127463611,377835,337.4,7.87,0,3.26,28200,99,461.2,12.19,0.96,86.85,3,9.37,9.16,0.017,0.258,0.725,10,"01/07/2015",54,46,95,92,80,NA,54,"Japan","Japan",1.083211645,47.3,335,40846.78,4.634031911,0.79674,32.1,26,NA,"Asia",81,-10.08732024,2.490192006,1.143798968,0.823714057,1.99156999,-0.344141877,0.678504847,1.000677716,1.796387552,0.20496788,1.001355891,1.205180531,-0.68148131,0.93071664,-0.31142031,0.883415629,0,0,0,1,0,0,0.024020589,3497,84,3.05185140251519e-06,0.000108674153284422,-12.6997621342873,2.27515914326325e-07,-15.2960456479193
"63","KE","Kenya","","","2020-04-26",-50,-39,-33,-47,-19,20,-37.6,2020-04-26,"Kenya","",2020-03-15,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Kenya","Yes",2020-03-14,2020-03-27,374,14,0,14,53,15,2,NA,NA,NA,NA,NA,24.7213114754098,24.09375,25.4137931034483,1.32004310344828,73.7868852459016,74.59375,72.8965517241379,-1.69719827586206,"KEN","GDP per capita, PPP (constant 2011 international $)",3076.844818,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2.64199996,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",63.3,"Population ages 15-64 (% of total population)",57.87864645,"Population ages 65 and above (% of total population)",2.339186612,8.03165994116108,"Kenya","Hospital beds (per 1,000 people)",NA,2017,50.51,88,"KEN",-0.4110505,"KEN",-0.076222688,0.2439042,-0.31849501,-0.096054181,-0.31699398,-0.42230323,"SUB-SAHARAN AFRICA                 ",34707817,582650,59.6,0.09,-0.1,61.47,1000,85.1,8.1,8.08,0.98,90.94,1.5,39.72,14.02,0.163,0.188,0.651,9,"26/07/2015",64,27,41,52,25,NA,73,"Kenya","Kenya",1.49138659,19.7,93,1997.55,3.825732816,NA,NA,43.53,NA,"Africa",22,-4.925200163,1.652681357,NA,1.231889002,2.399744935,0.064033068,1.517550512,0.192378621,0.988088457,-0.603331215,0.037009534,-0.68929812,NA,-1.042315264,0.272701029,0.04054575,0,0,1,0,0,0,0.028169014,142,4,4.03367345171838e-07,1.07756705067334e-05,-14.7234181637067,0,NA
"64","KG","Kyrgyzstan","","","2020-04-26",-72,-63,-33,-71,-39,13,-55.6,2020-04-26,"Kyrgyzstan","",2020-03-24,"Partial","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Kyrgyzstan","Yes",2020-03-19,2020-04-02,729,8,0,5,62,10,-4,7.891855808,5.966,2.103333333,6.369652406,6,-7.19672131147541,-9.375,-4.79310344827586,4.58189655172414,62.7377049180328,56.40625,69.7241379310345,13.3178879310345,"KGZ","GDP per capita, PPP (constant 2011 international $)",3446.99394,"Unemployment, total (% of total labor force) (modeled ILO estimate)",6.329999924,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",9.6,"Population ages 15-64 (% of total population)",63.15485491,"Population ages 65 and above (% of total population)",4.494727976,8.14525780846484,"Kyrgyz Republic","Hospital beds (per 1,000 people)",4.5,2017,63.2,89,"KGZ",-0.9076821,NA,NA,NA,NA,NA,NA,NA,"C.W. OF IND. STATES ",5213898,198500,26.3,0,-2.45,35.64,1600,97,84,7.3,0.35,92.35,2.5,22.8,7.08,0.353,0.208,0.439,8,"15/10/2012",NA,NA,NA,NA,NA,NA,NA,"Kyrgyzstan","Kyrgyzstan",NA,26.5,33,1292.98,3.121744115,0.7753,26.8,NA,NA,"Asia",17,-1.24318139,1.487283023,NA,NA,NA,NA,NA,-0.51161008,0.284099756,-1.307319916,0.261744874,-0.723656403,-1.368042614,-0.556205954,NA,-0.632348138,0,0,0,1,0,0,0.013605442,147,2,1.53436066451626e-06,0.000139818615554044,-13.3873967688886,0,NA
"65","KH","Cambodia","","","2020-04-26",-35,-25,-25,-53,-17,10,-31,2020-04-26,"Cambodia","",2020-03-28,"Partial","https://www.bangkokpost.com/world/1888300/cambodia-steps-up-travel-curbs-on-foreigners","Yes",2020-01-28,NA,122,0,0,1,66,61,NA,NA,NA,NA,NA,NA,35.4754098360656,34.21875,36.8620689655172,2.64331896551724,55.4918032786885,56.6875,54.1724137931034,-2.51508620689656,"KHM","GDP per capita, PPP (constant 2011 international $)",3869.489181,"Unemployment, total (% of total labor force) (modeled ILO estimate)",0.676999986,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",25.6,"Population ages 15-64 (% of total population)",64.22990522,"Population ages 65 and above (% of total population)",4.568680018,8.26087778273813,"Cambodia","Hospital beds (per 1,000 people)",0.8,NA,NA,NA,"KHM",-1.114671,"KHM",-0.11989903,-0.40463993,0.17168301,-0.062051568,-0.21615699,-0.079135038,"ASIA (EX. NEAR EAST)         ",13881427,181040,76.7,0.24,0,71.48,1900,69.4,2.6,20.96,0.61,78.43,2,26.9,9.06,0.35,0.3,0.35,-4,"01/09/2014",NA,NA,NA,NA,NA,NA,NA,"Cambodia","Cambodia",NA,25.3,92,1620.64,2.926579304,0.7519,30.8,NA,1,"Asia",59,-5.842586518,1.446516572,NA,NA,NA,NA,NA,-0.706774891,0.088934945,-1.502484727,0.499530747,-0.707678097,-0.849883139,-0.64198995,NA,0.033468798,1,0,0,1,0,0,0,114,0,0,8.7887217935159e-06,NA,0,NA
"66","KR","South Korea","","","2020-04-26",-6,1,56,-5,-8,3,7.6,2020-04-26,"South Korea","",2020-02-23,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_South_Korea","Yes",2020-01-20,2020-02-21,10761,246,91,35,32,69,37,8.461988304,5.958228906,2.269587195,7.0625,6,9.29508196721311,7.09375,11.7241379310345,4.63038793103448,65.8196721311475,69.03125,62.2758620689655,-6.75538793103448,"KOR","GDP per capita, PPP (constant 2011 international $)",36776.51928,"Unemployment, total (% of total labor force) (modeled ILO estimate)",4.147999763,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",10.1,"Population ages 15-64 (% of total population)",72.60812059,"Population ages 65 and above (% of total population)",14.41855583,10.5126148574647,"Korea, Rep.","Hospital beds (per 1,000 people)",11.5,2017,51.55,91,"KOR",1.23655,"KOR",0.36924976,-0.039352082,-0.16840631,0.66479355,0.39361739,-0.099214643,"ASIA (EX. NEAR EAST)         ",48846823,98480,496,2.45,0,7.05,17800,97.9,486.1,17.18,1.95,80.87,3,10,5.85,0.033,0.403,0.563,8,"01/07/2015",60,18,39,85,75,NA,82,"South Korea","South Korea",0.924769361,41.8,512,31430.6,3.379812899,1.39349,31.6,69,NA,"Asia",76,-7.705440899,3.251481644,-1.291943336,0.665271773,1.833127706,-0.502584161,0.442586531,-0.253541296,0.54216854,-1.049251132,0.064283189,0.746001495,-0.746251244,0.537539992,1.121393013,1.163418912,0,0,0,1,0,0,0.017876331,10237,183,5.03615148113113e-06,0.000220300919058748,-12.1988683625818,1.86296660480867e-06,-13.1933403919973
"67","KW","Kuwait","","","2020-04-26",-66,-45,-57,-58,-58,32,-56.8,2020-04-26,"Kuwait","",2020-03-16,"Partial","https://www.cosmopolitanme.com/travel/kuwait-shutdown-due-to-coronavirus","Yes",2020-02-24,2020-04-05,3440,23,0,13,54,34,-7,8.167854315,NA,1.819890368,7.013256007,6,22.4754098360656,19.6875,25.551724137931,5.86422413793104,38.4918032786885,40.125,36.6896551724138,-3.43534482758621,"KWT","GDP per capita, PPP (constant 2011 international $)",64683.72998,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2.181999922,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",14.8,"Population ages 15-64 (% of total population)",75.91063957,"Population ages 65 and above (% of total population)",2.550472384,11.077264980241,"Kuwait","Hospital beds (per 1,000 people)",2.2,NA,NA,NA,"KWT",0.2107496,NA,NA,NA,NA,NA,NA,NA,"NEAR EAST                          ",2418393,17820,135.7,2.8,14.18,9.95,19000,83.5,211,0.73,0.11,99.16,1,21.94,2.41,0.004,0.479,0.516,-7,NA,80,38,52,68,NA,NA,62,"Kuwait","Kuwait",NA,29.3,240,29266.98,3.493208686,0.93529,NA,NA,NA,"Asia",38,-0.084826803,1.232919225,-0.172421875,NA,NA,NA,NA,-0.140145509,0.655564327,-0.935855345,0.019640764,0.640492791,NA,-0.356043297,NA,0.663527067,0,0,0,1,0,0,0.001798561,556,1,9.51044764023052e-06,0.00142243216879969,-11.5631196120384,0,NA
"68","KZ","Kazakhstan","","","2020-04-26",-64,-46,-33,-51,-34,12,-45.6,2020-04-26,"Kazakhstan","",2020-03-15,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Kazakhstan","Yes",2020-03-15,2020-03-30,3063,25,0,14,53,14,-1,8.647333333,6.841333333,2.346,7.902666667,6,-4.50819672131148,-6.3125,-2.51724137931034,3.79525862068966,86.3934426229508,91.59375,80.6551724137931,-10.9385775862069,"KAZ","GDP per capita, PPP (constant 2011 international $)",24738.36283,"Unemployment, total (% of total labor force) (modeled ILO estimate)",4.590000153,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",4.5,"Population ages 15-64 (% of total population)",64.14760395,"Population ages 65 and above (% of total population)",7.391846271,10.1161104687366,"Kazakhstan","Hospital beds (per 1,000 people)",6.7,2017,97.75,87,"KAZ",-0.4316052,"KAZ",-0.25865525,0.24510741,0.3076663,-0.20160872,0.17297222,0.15293807,"C.W. OF IND. STATES ",15233244,2717300,5.6,0,-3.35,29.21,6300,98.4,164.1,7.98,0.05,91.97,4,16,9.42,0.067,0.386,0.547,-6,"01/07/2009",NA,NA,NA,NA,NA,NA,NA,"Kazakhstan","Kazakhstan",0.810248664,30.6,7,9139.11,NA,0.4907,26.5,21.36,1,"Asia",21,-1.770345392,1.514478429,NA,0.550751076,1.718607009,-0.617104858,0.303326747,NA,NA,NA,NA,-0.341040691,-1.406904575,-0.263110635,-0.466030863,-1.589758052,1,0,0,1,0,0,0.010544815,569,6,1.64114747981454e-06,0.000201073389226878,-13.3201148779783,0,NA
"69","LA","Laos","","","2020-04-26",-52,-35,-23,-64,-9,13,-36.6,2020-04-26,"Laos","",NA,"None","","No",2020-03-25,NA,19,0,NA,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LAO","GDP per capita, PPP (constant 2011 international $)",6601.332345,"Unemployment, total (% of total labor force) (modeled ILO estimate)",0.625999987,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",31.4,"Population ages 15-64 (% of total population)",63.32093135,"Population ages 65 and above (% of total population)",4.075149964,8.79502677809596,"Lao PDR","Hospital beds (per 1,000 people)",NA,NA,NA,NA,"LAO",-0.8425543,NA,NA,NA,NA,NA,NA,NA,"ASIA (EX. NEAR EAST)         ",6368481,236800,26.9,0,0,85.22,1700,66.4,14.1,3.8,0.35,95.85,2,35.49,11.55,0.455,0.287,0.258,-7,"01/07/2005",NA,NA,NA,NA,NA,NA,NA,"Laos","Laos",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",11,-1.372137335,0.749576849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,11,0,0,2.98344299056557e-06,NA,NA,NA
"70","LB","Lebanon","","","2020-04-26",-71,-50,-50,-81,-35,15,-57.4,2020-04-26,"Lebanon","",2020-03-16,"Full","https://www.haaretz.com/middle-east-news/lebanon-goes-on-virus-lockdown-as-iraqis-go-panic-shopping-ahead-of-curfew-1.8679069","Yes",2020-02-22,2020-03-11,717,24,4,13,54,36,18,8.006756757,5.758943782,2.860068259,6.347294939,6,6.9672131147541,4.25,9.96551724137931,5.71551724137931,75,78.9375,70.6551724137931,-8.28232758620689,"LBN","GDP per capita, PPP (constant 2011 international $)",11607.17582,"Unemployment, total (% of total labor force) (modeled ILO estimate)",6.229000092,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",3.6,"Population ages 15-64 (% of total population)",66.9017647,"Population ages 65 and above (% of total population)",7.002368134,9.35937879100956,"Lebanon","Hospital beds (per 1,000 people)",2.9,NA,NA,NA,"LBN",-0.7644128,NA,NA,NA,NA,NA,NA,NA,"NEAR EAST                          ",3874050,10400,372.5,2.16,0,24.52,4800,87.4,255.6,16.62,13.98,69.4,NA,18.52,6.21,0.12,0.21,0.67,6,NA,80,38,52,68,NA,NA,62,"Lebanon","Lebanon",NA,30.5,653,9654.81,2.686931697,1.2273,35.6,26,NA,"Asia",39,-4.537183046,2.370731547,NA,NA,NA,NA,NA,-0.946422498,-0.150712662,-1.742132334,0.895715545,-0.315892635,-0.228091769,-0.270259302,-0.31142031,1.324097771,0,0,0,1,0,0,0.034155598,527,18,6.19506717775971e-06,0.000185077631935571,-11.9917571990744,1.03251119629328e-06,-13.7835166683024
"71","LI","Liechtenstein","","","2020-04-26",NA,NA,NA,-41,NA,NA,-41,2020-04-26,"Liechtenstein","",2020-03-20,"Partial","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Liechtenstein","Yes",2020-03-05,2020-04-05,83,1,0,9,58,24,-7,NA,NA,NA,NA,NA,5.88524590163934,5.375,6.44827586206897,1.07327586206897,79.0983606557377,75.5,83.0689655172414,7.56896551724138,"LIE","GDP per capita, PPP (constant 2011 international $)",NA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",NA,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",NA,"Population ages 15-64 (% of total population)",NA,"Population ages 65 and above (% of total population)",NA,NA,"Liechtenstein","Hospital beds (per 1,000 people)",NA,NA,NA,NA,"LIE",1.678037,NA,NA,NA,NA,NA,NA,NA,"WESTERN EUROPE                     ",33987,160,212.4,0,4.85,4.7,25000,100,585.5,25,0,75,4,10.21,7.18,0.06,0.39,0.55,NA,"01/07/2010",NA,NA,NA,NA,NA,NA,NA,"Liechtenstein","Liechtenstein",NA,NA,238,NA,NA,1.4517,NA,NA,NA,"Europe",25,2.910458962,1.493573282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.658012963,0,1,0,0,0,0,0,68,0,2.94230146820843e-05,0.002442110218613,-10.4337333775416,0,NA
"72","LK","Sri Lanka","","","2020-04-26",-84,-84,-57,-78,-42,30,-69,2020-04-26,"Sri Lanka","",2020-03-21,"Full","https://www.deccanherald.com/international/china-offers-to-build-makeshift-covid-19-hospitals-in-india-818718.html","Yes",2020-01-28,2020-03-29,619,7,0,8,59,61,0,NA,NA,NA,NA,NA,23.2295081967213,22.46875,24.0689655172414,1.60021551724138,74.9344262295082,76.03125,73.7241379310345,-2.30711206896552,"LKA","GDP per capita, PPP (constant 2011 international $)",11955.49971,"Unemployment, total (% of total labor force) (modeled ILO estimate)",4.197999954,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",7.5,"Population ages 15-64 (% of total population)",65.32977922,"Population ages 65 and above (% of total population)",10.47321975,9.38894667826604,"Sri Lanka","Hospital beds (per 1,000 people)",NA,2017,51.28,98,"LKA",0.0263234,"LKA",-0.10092623,0.062705949,0.26989344,-0.1172701,0.51159638,-0.27219585,"ASIA (EX. NEAR EAST)         ",20222240,65610,308.2,2.04,-1.31,14.35,3700,92.3,61.5,13.86,15.7,70.44,2,15.51,6.52,0.178,0.276,0.545,6,NA,NA,NA,NA,NA,NA,NA,NA,"Sri Lanka","Sri Lanka",1.444244091,32.8,326,3946.59,3.865479418,0.58669,39.8,45.85,NA,"Asia",59,-6.254419364,1.529464926,NA,1.184746503,2.352602436,0.016890569,1.403624275,0.232125223,1.027835059,-0.563584613,0.053882119,-0.594253388,0.31597568,-0.105839976,0.350006306,0.865450127,0,0,0,1,0,0,0.028571429,175,5,3.4615354184304e-07,3.06098632001203e-05,-14.87638339777,0,NA
"73","LT","Lithuania","","","2020-04-26",-47,-20,56,-39,-17,4,-13.4,2020-04-26,"Lithuania","",2020-03-16,"Full","https://www.euractiv.com/section/coronavirus/short_news/lithuania-update-covid-19/","Yes",2020-02-28,2020-03-21,1449,44,0,13,54,30,8,NA,NA,2.941116751,NA,3,5.19672131147541,4.1875,6.31034482758621,2.12284482758621,79.2459016393443,81.65625,76.5862068965517,-5.07004310344827,"LTU","GDP per capita, PPP (constant 2011 international $)",31177.57805,"Unemployment, total (% of total labor force) (modeled ILO estimate)",6.352000237,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",3.6,"Population ages 15-64 (% of total population)",65.41254234,"Population ages 65 and above (% of total population)",19.70503316,10.3474544631997,"Lithuania","Hospital beds (per 1,000 people)",7.3,2017,46.64,100,"LTU",0.9573604,"LTU",-0.061742526,-0.045938365,-0.53168762,0.054207131,-0.72995752,-0.17750166,"BALTICS                            ",3585906,65200,55,0.14,-0.71,6.89,11400,99.6,223.4,45.22,0.91,53.87,NA,8.75,10.98,0.055,0.325,0.62,10,"01/07/2011",NA,NA,NA,NA,NA,NA,NA,"Lithuania","Lithuania",NA,43.7,42,19266.79,3.446601478,1.8535,37.7,NA,NA,"Europe",28,-2.455549481,2.594010449,-0.968060796,NA,NA,NA,NA,-0.186752717,0.608957119,-0.982462553,0.034876577,0.152834568,0.043941955,0.673364652,NA,-0.476957439,0,1,0,0,0,0,0.016029593,811,13,1.22702602912625e-05,0.000404081980955441,-11.3083320858346,0,NA
"74","LU","Luxembourg","","","2020-04-26",-81,-75,20,-58,-45,12,-47.8,2020-04-26,"Luxembourg","",2020-03-16,"Full","https://luxtimes.lu/luxembourg/40100-germany-border-checks-add-to-luxembourg-virus-lockdown","Yes",2020-03-01,2020-03-14,3741,89,2,13,54,28,15,NA,NA,NA,NA,NA,6.9344262295082,6.1875,7.75862068965517,1.57112068965517,85.7868852459016,85.28125,86.3448275862069,1.06357758620689,"LUX","GDP per capita, PPP (constant 2011 international $)",96792.59959,"Unemployment, total (% of total labor force) (modeled ILO estimate)",5.362999916,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",4.9,"Population ages 15-64 (% of total population)",69.93802183,"Population ages 65 and above (% of total population)",14.18315418,11.4803258198256,"Luxembourg","Hospital beds (per 1,000 people)",4.8,NA,NA,NA,"LUX",1.810886,NA,NA,NA,NA,NA,NA,NA,"WESTERN EUROPE                     ",474413,2586,183.5,0,8.97,4.81,55100,100,515.4,23.28,0.4,76.32,NA,11.94,8.41,0.01,0.13,0.86,10,"01/07/2011",NA,NA,NA,NA,NA,NA,NA,"Luxembourg","Luxembourg",NA,39.3,242,113196.49,5.138307522,2.5134,31.2,48,NA,"Europe",28,-1.497328255,2.978621543,NA,NA,NA,NA,NA,1.504953327,2.300663163,0.709243491,2.264884517,4.733306597,-0.798067192,0.358823334,0.421646972,0.668995599,0,1,0,0,0,0,0.012838802,2804,36,0.000187600255473606,0.00788553433400855,-8.58119715959347,4.21573607805857e-06,-12.3766863487657
