"","Country","country_region_code","country_region","sub_region_1","sub_region_2","date.x","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline","Movement","Date","Province","DateLockDown","Type","Reference","Lock","Date_1confirmed","Date_1death","TotalCases","TotalDeaths","Google","DaysDuration","DaysLockDownStart","Days_LockDown_1case","Days_LockDown_1death","Democracy","Democraticness","Civil","Opression","Wave","Temperature","TemperatureBfr","TemperatureAftr","TemperatureDif","Humidity","HumidityBfr","HumidityAftr","HumidityDif","Country.Code.x","Indicator_GDP","GDP_pc","Indicator_unemployment","Unemployment","Indicator.Name.Communicable","Death_disease","Indicator.Name.Population1564","Age_1564","Indicator.Name.65up","Age_65up","log_GDP_pc","ï..Country.Name","Indicator.Name","Hospital_b1000","ElectionYear","ElectionWin","Country.Code.y","Country.Code","ROL","isocode","patience","risktaking","posrecip","negrecip","altruism","trust","Region","Population","Area_sq_mi","Pop_Density_sq_mi","Coastline","Net_migration","Infant_mortality_per_1000_births","GDP_pc_2","Literacy","Phones_per_1000","Arable","Crops","Other","Climate","Birthrate","Deathrate","Agriculture","Industry","Service","polity2","date.y","PDI","IDV","MAS","UAI","LTO","X","COL","Death_pc","Confirmed_pc","Log_Death_pc","Google_pc"
"23","Bhutan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2020-03-06,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Bhutan","Yes",2020-03-06,NA,7,0,0,23,44,23,NA,NA,NA,NA,NA,NA,8.90163934426229,7.90625,10,2.09375,73.7540983606557,71.6875,76.0344827586207,4.34698275862068,"BTN","GDP per capita, PPP (constant 2011 international $)",9207.693968,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2.342000008,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",20.9,"Population ages 15-64 (% of total population)",68.22563455,"Population ages 65 and above (% of total population)",6.003011713,9.12779471440197,"Bhutan","Hospital beds (per 1,000 people)",NA,NA,NA,NA,"BTN",0.5520926,NA,NA,NA,NA,NA,NA,NA,"ASIA (EX. NEAR EAST)         ",2279723,47000,48.5,0,0,100.44,1300,42.2,14.3,3.09,0.43,96.48,2,33.65,12.7,0.258,0.379,0.363,7,"01/07/2005",NA,NA,NA,NA,NA,NA,NA,0,3.07054848330258e-06,NA,0
"24","Bolivia","BO","Bolivia","","","2020-04-26",-93,-93,-89,-92,-68,34,-87,2020-04-26,"",2020-03-12,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Bolivia","Yes",2020-03-12,2020-03-30,1053,55,0,17,50,17,-1,NA,NA,NA,NA,NA,33.4918032786885,32.46875,34.6206896551724,2.15193965517241,67.8360655737705,74.84375,60.1034482758621,-14.7403017241379,"BOL","GDP per capita, PPP (constant 2011 international $)",6986.046487,"Unemployment, total (% of total labor force) (modeled ILO estimate)",3.497999907,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",22.4,"Population ages 15-64 (% of total population)",61.73450486,"Population ages 65 and above (% of total population)",7.191947392,8.85167007965326,"Bolivia","Hospital beds (per 1,000 people)",1.1,2017,61.36,23,"BOL",-1.14962,"BOL",0.071331106,0.10303829,0.10791961,-0.0037352182,-0.0051868833,-0.16032963,"LATIN AMER. & CARIB    ",8989046,1098580,8.2,0,-1.32,53.11,2400,87.2,71.9,2.67,0.19,97.14,1.5,23.3,7.53,0.128,0.352,0.52,7,"01/07/2012",NA,NA,NA,NA,NA,NA,NA,6.11855807612955e-06,0.000117142575530262,-12.0041840976756,0
"25","Bosnia & Herzegovina","BA","Bosnia and Herzegovina","","","2020-04-26",-66,-34,-10,-49,-40,9,-39.8,2020-04-26,"",2020-03-11,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Bosnia_and_Herzegovina","Yes",2020-03-06,2020-03-22,1588,62,0,18,49,23,7,NA,NA,2.832635983,NA,4,8.40983606557377,7.25,9.68965517241379,2.43965517241379,78.3606557377049,78.78125,77.8965517241379,-0.884698275862064,"BIH","GDP per capita, PPP (constant 2011 international $)",12711.83977,"Unemployment, total (% of total labor force) (modeled ILO estimate)",18.42499924,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",1.8,"Population ages 15-64 (% of total population)",68.76346488,"Population ages 65 and above (% of total population)",16.47031747,9.45028910351156,"Bosnia and Herzegovina","Hospital beds (per 1,000 people)",3.5,NA,NA,NA,"BIH",-0.2332111,"BIH",-0.24725771,-0.12563907,0.096462861,0.42935491,-0.11530996,-0.19310626,"EASTERN EUROPE                     ",4498976,51129,88,0.04,0.31,21.05,6100,NA,215.4,13.6,2.96,83.44,4,8.77,8.27,0.142,0.308,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.37809137012511e-05,0.000352969208993335,-11.1922259882452,0
"26","Botswana","BW","Botswana","","","2020-04-26",-67,-56,-26,-81,-27,32,-51.4,2020-04-26,"",2020-04-02,"Full","https://www.voanews.com/science-health/coronavirus-outbreak/botswana-declares-emergency-first-confirmed-covid-cases","Yes",2020-04-01,2020-04-02,23,1,NA,-4,71,-3,-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BWA","GDP per capita, PPP (constant 2011 international $)",16518.23341,"Unemployment, total (% of total labor force) (modeled ILO estimate)",18.19300079,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",46,"Population ages 15-64 (% of total population)",61.66317964,"Population ages 65 and above (% of total population)",4.223874346,9.71222010491618,"Botswana","Hospital beds (per 1,000 people)",NA,NA,NA,NA,"BWA",0.4664786,"BWA",0.23399034,0.69737917,-0.2586675,-0.17272221,-0.14206204,-0.33846158,"SUB-SAHARAN AFRICA                 ",1639833,600370,2.7,0,0,54.58,9000,79.8,80.5,0.65,0.01,99.34,1,23.08,29.5,0.024,0.469,0.507,8,"01/07/2011",NA,NA,NA,NA,NA,NA,NA,6.09818194901554e-07,1.40258184827357e-05,-14.3101049653471,NA
"27","Brazil","BR","Brazil","","","2020-04-26",-65,-22,-61,-54,-23,14,-45,2020-04-26,"",NA,"None","https://www.aljazeera.com/ajimpact/brazil-bolsonaro-denounces-mayors-virus-lockdowns-200325223340032.html","No",2020-02-26,2020-03-18,71886,5017,4,0,NA,32,11,8.047552448,5.552650177,2.819252078,7.827637444,6,29.5081967213115,29.125,29.9310344827586,0.806034482758619,87.3114754098361,87.625,86.9655172413793,-0.659482758620683,"BRA","GDP per capita, PPP (constant 2011 international $)",14282.71701,"Unemployment, total (% of total labor force) (modeled ILO estimate)",12.08300018,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",13.9,"Population ages 15-64 (% of total population)",69.74309026,"Population ages 65 and above (% of total population)",8.922837832,9.56680548460186,"Brazil","Hospital beds (per 1,000 people)",2.3,NA,NA,NA,"BRA",-0.2776436,"BRA",-0.26004019,-0.25059679,0.35123819,-0.20162958,0.46435976,-0.0026891388,"LATIN AMER. & CARIB    ",188078227,8511965,22.1,0.09,-0.03,29.61,7600,86.4,225.3,6.96,0.9,92.15,2,16.56,6.17,0.084,0.4,0.516,8,"01/07/2010",69,38,49,76,65,NA,62,2.66750706874752e-05,0.000382213301064349,-10.5317811108278,2.12677462128564e-08
"28","British Virgin Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"None","","No",2020-03-27,2020-04-20,6,1,NA,0,NA,2,-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VGB","GDP per capita, PPP (constant 2011 international $)",NA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",NA,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",NA,"Population ages 15-64 (% of total population)",NA,"Population ages 65 and above (% of total population)",NA,NA,"British Virgin Islands","Hospital beds (per 1,000 people)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LATIN AMER. & CARIB    ",23098,153,151,52.29,10.01,18.05,16000,97.8,506.5,20,6.67,73.33,2,14.89,4.42,0.018,0.062,0.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.32937916702745e-05,0.000259762750021647,-10.047501312675,NA
"29","Brunei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"None","","No",2020-03-10,2020-03-29,138,1,0,0,NA,19,0,NA,NA,NA,NA,NA,32.0491803278689,31.65625,32.4827586206897,0.826508620689658,82.3934426229508,82.25,82.551724137931,0.301724137931032,"BRN","GDP per capita, PPP (constant 2011 international $)",71802.27172,"Unemployment, total (% of total labor force) (modeled ILO estimate)",9.116999626,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",7.8,"Population ages 15-64 (% of total population)",72.10039094,"Population ages 65 and above (% of total population)",4.873147568,11.1816713940901,"Brunei Darussalam","Hospital beds (per 1,000 people)",2.7,NA,NA,NA,"BRN",0.6292501,NA,NA,NA,NA,NA,NA,NA,"ASIA (EX. NEAR EAST)         ",379444,5770,65.8,2.79,3.59,12.61,18600,93.9,237.2,0.57,0.76,98.67,2,18.79,3.45,0.036,0.561,0.403,NA,"01/07/2011",NA,NA,NA,NA,NA,NA,NA,2.63543500490191e-06,0.000363690030676463,-12.846462302347,0
"30","Bulgaria","BG","Bulgaria","","","2020-04-26",-56,-25,-20,-51,-22,7,-34.8,2020-04-26,"",2020-03-13,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Bulgaria","Yes",2020-03-08,2020-03-12,1399,58,2,16,51,21,17,8.008394544,4.326018809,2.977395048,7.748267898,5,9.98360655737705,7.96875,12.2068965517241,4.23814655172414,74.2295081967213,74.25,74.2068965517241,-0.0431034482758577,"BGR","GDP per capita, PPP (constant 2011 international $)",19320.75123,"Unemployment, total (% of total labor force) (modeled ILO estimate)",4.340000153,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2.2,"Population ages 15-64 (% of total population)",64.38262025,"Population ages 65 and above (% of total population)",21.02191443,9.86893499055094,"Bulgaria","Hospital beds (per 1,000 people)",6.8,2017,25.44,17,"BGR",-0.029567,NA,NA,NA,NA,NA,NA,NA,"EASTERN EUROPE                     ",7385367,110910,66.6,0.32,-4.58,20.55,7600,98.6,336.3,40.02,1.92,58.06,3,9.65,14.27,0.093,0.304,0.603,9,"01/07/2011",NA,NA,NA,NA,NA,NA,NA,7.85336734112198e-06,0.00018942863638327,-11.7545681574948,2.70805770383516e-07
"31","Burkina Faso","BF","Burkina Faso","","","2020-04-26",-29,-18,-17,-47,10,11,-20.2,2020-04-26,"",2020-03-21,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Burkina_Faso","Yes",2020-03-11,2020-03-19,638,42,1,8,59,18,10,7.999270605,5.678004535,2.374439462,8.123839009,5,37.8360655737705,35.71875,40.1724137931034,4.45366379310344,11.0655737704918,9.96875,12.2758620689655,2.30711206896552,"BFA","GDP per capita, PPP (constant 2011 international $)",1761.234757,"Unemployment, total (% of total labor force) (modeled ILO estimate)",6.263999939,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",56.3,"Population ages 15-64 (% of total population)",52.64493785,"Population ages 65 and above (% of total population)",2.406980829,7.47377040852675,"Burkina Faso","Hospital beds (per 1,000 people)",NA,2017,53.5,15,"BFA",-0.4455683,NA,NA,NA,NA,NA,NA,NA,"SUB-SAHARAN AFRICA                 ",13902972,274200,50.7,0,0,97.57,1100,26.6,7,14.43,0.19,85.38,2,45.62,15.6,0.322,0.196,0.482,6,"01/10/2014",NA,NA,NA,NA,NA,NA,NA,3.02093681840113e-06,4.58894688128553e-05,-12.7099435699125,7.19270671047888e-08
"32","Cambodia","KH","Cambodia","","","2020-04-26",-35,-25,-25,-53,-17,10,-31,2020-04-26,"",2020-03-28,"Partial","https://www.bangkokpost.com/world/1888300/cambodia-steps-up-travel-curbs-on-foreigners","Yes",2020-01-28,NA,122,0,0,1,66,61,NA,NA,NA,NA,NA,NA,35.4754098360656,34.21875,36.8620689655172,2.64331896551724,55.4918032786885,56.6875,54.1724137931034,-2.51508620689656,"KHM","GDP per capita, PPP (constant 2011 international $)",3869.489181,"Unemployment, total (% of total labor force) (modeled ILO estimate)",0.676999986,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",25.6,"Population ages 15-64 (% of total population)",64.22990522,"Population ages 65 and above (% of total population)",4.568680018,8.26087778273813,"Cambodia","Hospital beds (per 1,000 people)",0.8,NA,NA,NA,"KHM",-1.114671,"KHM",-0.11989903,-0.40463993,0.17168301,-0.062051568,-0.21615699,-0.079135038,"ASIA (EX. NEAR EAST)         ",13881427,181040,76.7,0.24,0,71.48,1900,69.4,2.6,20.96,0.61,78.43,2,26.9,9.06,0.35,0.3,0.35,-4,"01/09/2014",NA,NA,NA,NA,NA,NA,NA,0,8.7887217935159e-06,NA,0
"33","Cameroon","CM","Cameroon","","","2020-04-26",-29,-21,-23,-26,-4,10,-20.6,2020-04-26,"",NA,"None","","No",2020-03-07,2020-03-25,1806,59,0,0,NA,22,4,NA,NA,NA,NA,NA,35.0819672131148,35.71875,34.3793103448276,-1.33943965517241,65.4918032786885,58.65625,73.0344827586207,14.3782327586207,"CMR","GDP per capita, PPP (constant 2011 international $)",3358.590924,"Unemployment, total (% of total labor force) (modeled ILO estimate)",3.380000114,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",53.9,"Population ages 15-64 (% of total population)",54.6395428,"Population ages 65 and above (% of total population)",2.728877355,8.11927679714081,"Cameroon","Hospital beds (per 1,000 people)",NA,2017,77.99,35,"CMR",-1.079662,"CMR",-0.42749417,-0.53505927,0.15297563,-0.3245351,0.14826119,-0.53091615,"SUB-SAHARAN AFRICA                 ",17340702,475440,36.5,0.08,0,68.26,1800,79,5.7,12.81,2.58,84.61,1.5,33.89,13.47,0.448,0.17,0.382,-4,"02/05/2011",NA,NA,NA,NA,NA,NA,NA,3.40239974137149e-06,0.000104148032761303,-12.5910295690205,0
"34","Canada","CA","Canada","","","2020-04-26",-57,-39,-6,-62,-41,13,-41,2020-04-26,"British Columbia",2020-03-18,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Canada","Yes",2020-01-26,2020-03-10,50015,2859,9,11,56,63,19,8.967559944,7.079227053,1.902758298,8.014227642,5,-4.37431693989071,-5.80208333333333,-2.79885057471264,3.00323275862069,85.7691256830601,86.7369791666667,84.7011494252874,-2.03582974137932,"CAN","GDP per capita, PPP (constant 2011 international $)",44078.0656,"Unemployment, total (% of total labor force) (modeled ILO estimate)",5.56400013,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",5.6,"Population ages 15-64 (% of total population)",66.89774245,"Population ages 65 and above (% of total population)",17.23200668,10.6937175590163,"Canada","Hospital beds (per 1,000 people)",NA,NA,NA,NA,"CAN",1.770795,"CAN",0.71847945,0.18354815,0.1967963,0.022899142,0.22933844,0.24527504,"NORTHERN AMERICA                   ",33098932,9984670,3.3,2.02,5.96,4.75,29800,97,552.2,4.96,0.02,95.02,NA,10.78,7.8,0.022,0.294,0.684,10,"01/07/2016",NA,NA,NA,NA,NA,NA,NA,8.6377409397983e-05,0.00151107594649882,-9.3567843816434,2.71912096740765e-07
"35","Cape Verde","CV","Cape Verde","","","2020-04-26",-67,-54,-60,-88,-40,NA,-61.8,2020-04-26,"",NA,"None","","No",2020-03-21,2020-03-25,113,1,NA,0,NA,8,4,NA,NA,NA,NA,NA,22.9344262295082,23.046875,22.8103448275862,-0.236530172413794,74.4098360655738,74.046875,74.8103448275862,0.763469827586206,"CPV","GDP per capita, PPP (constant 2011 international $)",6614.167088,"Unemployment, total (% of total labor force) (modeled ILO estimate)",12.2489996,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",19.5,"Population ages 15-64 (% of total population)",66.6129059,"Population ages 65 and above (% of total population)",4.609327157,8.79696915599857,"Cabo Verde","Hospital beds (per 1,000 people)",NA,2017,74.01,39,"CPV",0.4454568,NA,NA,NA,NA,NA,NA,NA,"SUB-SAHARAN AFRICA                 ",420979,4033,104.4,23.93,-12.07,47.77,1400,76.6,169.6,9.68,0.5,89.82,3,24.87,6.55,0.121,0.219,0.66,10,NA,NA,NA,NA,NA,NA,NA,NA,2.37541540076821e-06,0.000268421940286808,-12.9503382301853,NA
"36","Cayman Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"None","","No",2020-03-20,2020-03-21,70,1,NA,0,NA,9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CYM","GDP per capita, PPP (constant 2011 international $)",NA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",NA,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",NA,"Population ages 15-64 (% of total population)",NA,"Population ages 65 and above (% of total population)",NA,NA,"Cayman Islands","Hospital beds (per 1,000 people)",NA,NA,NA,NA,"CYM",0.7744462,NA,NA,NA,NA,NA,NA,NA,"LATIN AMER. & CARIB    ",45436,262,173.4,61.07,18.75,8.19,35000,98,836.3,3.85,0,96.15,2,12.74,4.89,0.014,0.032,0.954,NA,"01/07/2010",NA,NA,NA,NA,NA,NA,NA,2.20089796637028e-05,0.0015406285764592,-10.7240600213513,NA
"37","Central African Republic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"None","","No",2020-03-16,NA,50,0,0,0,NA,13,NA,NA,NA,NA,NA,NA,40.7540983606557,40.46875,41.0689655172414,0.600215517241381,28,21.8125,34.8275862068966,13.0150862068966,"CAF","GDP per capita, PPP (constant 2011 international $)",763.0411996,"Unemployment, total (% of total labor force) (modeled ILO estimate)",3.680000067,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",63.7,"Population ages 15-64 (% of total population)",52.87990574,"Population ages 65 and above (% of total population)",2.825773707,6.6373120266812,"Central African Republic","Hospital beds (per 1,000 people)",NA,2017,19.05,29,"CAF",-1.687692,NA,NA,NA,NA,NA,NA,NA,"SUB-SAHARAN AFRICA                 ",4303356,622984,6.9,0,0,91,1100,51,2.3,3.1,0.14,96.76,2,33.91,18.65,0.55,0.2,0.25,6,"08/12/1994",NA,NA,NA,NA,NA,NA,NA,0,1.1618838878308e-05,NA,0
"38","Chad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"None","","No",2020-03-20,2020-04-29,52,2,NA,0,NA,9,-31,NA,NA,NA,NA,NA,35.2622950819672,32.6875,38.1034482758621,5.41594827586207,12.5573770491803,13.15625,11.8965517241379,-1.25969827586207,"TCD","GDP per capita, PPP (constant 2011 international $)",1746.482075,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1.891000032,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",63.4,"Population ages 15-64 (% of total population)",50.39318107,"Population ages 65 and above (% of total population)",2.480518944,7.46535880081031,"Chad","Hospital beds (per 1,000 people)",NA,2017,59.92,156,"TCD",-1.305276,NA,NA,NA,NA,NA,NA,NA,"SUB-SAHARAN AFRICA                 ",9944201,1284000,7.7,0,-0.11,93.82,1200,47.5,1.3,2.86,0.02,97.12,2,45.73,16.38,0.335,0.259,0.406,-2,"16/01/2015",NA,NA,NA,NA,NA,NA,NA,2.01122241998125e-07,5.22917829195126e-06,-15.4193529446023,NA
"39","Channel Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"None","","No",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHI","GDP per capita, PPP (constant 2011 international $)",NA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",7.486999989,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",NA,"Population ages 15-64 (% of total population)",67.51417897,"Population ages 65 and above (% of total population)",17.29746216,NA,"Channel Islands","Hospital beds (per 1,000 people)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","Chile","CL","Chile","","","2020-04-26",-68,-48,-71,-60,-36,19,-56.6,2020-04-26,"",2020-03-26,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Chile","Yes",2020-03-04,2020-03-23,14365,207,0,3,64,25,6,8.530010173,6.211440245,2.472764645,6.97021764,6,33.7377049180328,34.6875,32.6896551724138,-1.99784482758621,45.2622950819672,42.9375,47.8275862068966,4.89008620689656,"CHL","GDP per capita, PPP (constant 2011 international $)",22873.80701,"Unemployment, total (% of total labor force) (modeled ILO estimate)",7.090000153,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",8.1,"Population ages 15-64 (% of total population)",68.71629587,"Population ages 65 and above (% of total population)",11.52980166,10.0377477362154,"Chile","Hospital beds (per 1,000 people)",2.2,2017,46.7,32,"CHL",1.115472,"CHL",-0.15540831,0.1253722,0.024950547,-0.12846585,-0.10583536,-0.083214097,"LATIN AMER. & CARIB    ",16134219,756950,21.3,0.85,0,8.8,9900,96.2,213,2.65,0.42,96.93,3,15.23,5.81,0.06,0.493,0.447,10,"01/07/2002",63,23,28,86,NA,NA,77,1.28298741947162e-05,0.000890343685058446,-11.2637341849408,0
"41","China",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Beijing",2020-01-23,"Full","https://en.wikipedia.org/wiki/2020_Hubei_lockdowns","Yes",2019-12-31,2020-01-11,83940,4637,3249,66,1,89,78,8.436531008,6.444387494,1.980218636,8.414271047,6,10.3189269746647,7.42518939393939,13.5120167189133,6.08682732497388,63.8544461003477,65.6969696969697,61.8213166144201,-3.87565308254964,"CHN","GDP per capita, PPP (constant 2011 international $)",16181.77772,"Unemployment, total (% of total labor force) (modeled ILO estimate)",4.320000172,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",3.8,"Population ages 15-64 (% of total population)",71.20211371,"Population ages 65 and above (% of total population)",10.92088354,9.69164105602329,"China","Hospital beds (per 1,000 people)",NA,NA,NA,NA,"CHN",-0.2015748,"CHN",0.39810467,-0.019810122,0.47933719,0.025847053,0.50482512,0.55280578,"ASIA (EX. NEAR EAST)         ",1313973713,9596960,136.9,0.15,-0.4,24.18,5000,90.9,266.7,15.4,1.25,83.35,1.5,13.25,6.97,0.125,0.473,0.403,-7,"01/07/2010",80,20,66,40,118,NA,80,3.52898992888757e-06,6.38825565302614e-05,-12.55449886709,2.47265220594257e-06
